,Company Name,Jun 2010,Sep 2010,Dec 2010,Mar 2011,Jun 2011,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Jun 2016,Sep 2016,Dec 2016,Mar 2017,Jun 2017,Sep 2017,Dec 2017,Mar 2018,Jun 2018,Sep 2018,Dec 2018,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025
1320,Nouveau Global Ventures Ltd.,86.75,115.6,176.0,187.65,7.54,6.01,2.39,5.75,3.42,3.92,27.9,31.6,32.05,31.75,43.8,34.0,33.45,34.0,35.0,26.0,23.2,23.8,24.8,23.9,22.55,18.3,17.25,17.0,15.9,15.85,14.95,14.37,14.0,14.0,14.0,14.0,0.0,13.72,13.7,13.43,12.69,12.68,12.7,12.16,11.44,11.4,13.85,1.3,1.18,1.39,1.28,0.58,0.49,0.49,0.58,0.49,0.49,0.53,0.63,0.49,0.49,0.49,0.49
1321,Novelix Pharmaceuticals Ltd.,4.46,3.9,36.75,24.0,20.1,27.8,15.5,20.1,18.5,12.85,19.2,17.0,17.0,9.77,13.03,6.63,8.61,8.55,10.0,8.55,7.98,8.01,7.7,8.67,6.15,7.07,6.6,7.82,7.02,8.8,9.0,7.55,7.25,7.0,0.0,0.0,4.33,4.11,2.77,1.94,1.98,3.75,6.18,6.76,8.02,5.56,6.7,8.89,7.8,9.76,10.35,9.0,9.5,9.07,11.25,17.19,18.94,21.91,24.15,26.61,37.4,39.99,52.3
1322,Nucleus Software Exports Ltd.,131.7,134.95,120.8,84.6,83.25,65.6,60.5,62.2,70.1,87.0,69.25,72.35,68.75,92.5,139.5,217.0,208.4,234.65,184.1,171.2,239.4,236.2,259.8,193.1,224.8,174.5,256.3,244.95,317.65,304.85,521.4,401.7,366.75,362.9,378.05,338.9,345.8,318.3,284.7,177.05,262.25,670.3,631.85,481.6,631.55,583.35,560.85,414.8,385.7,395.6,384.15,638.5,1070.4,1003.6,1466.9,1182.45,1418.55,1242.25,1017.4,801.85,1193.7,998.0,1015.45
1323,Nutricircle Ltd.,0.0,0.0,0.0,13.71,27.5,24.55,21.8,29.5,28.6,8.09,3.14,4.63,4.59,2.76,9.4,13.71,13.88,15.05,12.12,10.9,9.3,10.75,8.64,6.66,7.25,6.71,0.0,38.3,71.2,0.0,67.65,73.0,69.35,57.0,57.0,52.0,51.9,49.35,46.9,49.2,0.0,47.5,37.0,43.1,67.2,68.0,74.85,32.55,52.1,90.25,115.0,169.65,187.0,194.25,205.3,237.6,261.9,251.9,213.75,197.95,102.0,179.5,210.0
1324,Nuvama Wealth Mgmt. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.85,3594.2,4677.9,4956.65,6747.75,6926.55,6080.5,8223.0,6302.45,7428.45
1325,Nuvoco Vistas Corporation Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,499.55,394.5,296.1,410.85,365.25,344.75,350.85,372.35,382.7,306.5,362.65,359.35,350.25,308.05,354.75,420.15,425.05
1326,Nyssa Corporation Ltd.,13.54,46.2,160.75,148.0,286.5,293.75,332.45,116.2,164.45,193.75,218.8,372.0,641.6,131.8,146.6,46.45,77.3,106.45,87.15,43.6,71.9,90.7,70.5,14.75,5.79,10.0,8.29,7.26,3.03,1.22,1.9,1.63,1.34,1.36,1.17,0.73,1.32,1.17,0.95,0.51,0.98,0.45,0.97,3.04,8.17,5.83,10.17,6.9,5.45,7.6,6.78,3.88,3.92,5.93,5.07,6.3,6.76,17.79,5.89,3.97,4.03,4.49,4.11
1327,O K Play India Ltd.,29.15,30.1,26.3,21.0,19.45,14.3,9.0,14.5,17.25,18.0,28.75,26.0,35.75,25.05,28.8,28.1,50.4,63.95,107.8,127.6,153.7,134.0,145.5,98.7,119.8,158.05,121.7,130.9,178.0,191.55,142.95,74.6,58.5,58.25,59.5,41.9,27.3,24.85,15.55,19.8,19.95,22.1,21.15,24.75,23.15,37.1,25.0,37.9,30.9,27.3,46.9,80.43,131.05,110.4,169.15,14.0,12.95,13.79,17.11,11.75,11.46,8.1,6.67
1328,Oberoi Realty Ltd.,0.0,0.0,256.35,251.8,240.2,229.45,208.5,268.55,242.75,265.0,290.2,257.05,197.1,169.5,233.4,216.7,259.6,217.1,279.05,283.3,271.9,272.7,268.1,241.75,271.95,292.1,294.75,367.85,358.15,423.35,479.8,508.45,477.2,403.75,445.3,527.3,607.75,507.35,530.95,334.2,365.1,394.05,583.0,575.4,629.65,963.65,863.25,939.3,736.35,917.2,867.6,842.95,984.9,1154.1,1444.75,1473.65,1765.25,1890.45,2310.0,1635.95,1907.45,1582.95,1709.55
1329,Objectone Information Systems Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,38.75,21.25,25.5,14.9,10.99,15.01,21.01,17.9,9.79,4.18,3.32,3.5,3.96,2.17,3.23,3.04,3.2,1.91,3.25,4.04,2.49,3.45,3.35,2.28,1.18,0.63,1.34,1.46,2.68,2.18,2.72,5.51,6.3,15.05,9.6,7.85,17.15,16.5,16.04,17.3,15.56,20.76,16.59,13.97,10.72,10.5,8.72,10.0,9.35,9.28
1330,Octal Credit Capital Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,35.9,26.8,24.05,23.6,22.4,15.75,13.54,12.5,12.4,0.0,0.0,12.4,12.4,12.0,12.0,10.83,11.3,8.11,6.3,4.7,0.0,4.69,4.92,4.68,4.45,22.05,63.5,40.0,22.95,28.0,22.55,19.99,20.5,16.83,17.32,18.75,25.9,28.83,38.92,22.39,22.99,19.84,22.41
1331,Odyssey Corporation Ltd.,160.0,154.25,158.95,222.2,275.5,258.2,73.8,41.95,31.5,38.85,53.2,41.2,66.05,51.75,40.1,14.9,7.09,6.52,5.99,3.91,2.83,1.54,2.74,2.47,1.21,2.52,3.37,3.0,2.14,2.04,2.91,1.38,1.4,1.73,1.48,1.75,2.01,1.68,1.45,1.32,0.89,0.72,1.3,1.4,1.93,3.99,13.0,7.17,6.03,7.93,6.89,6.95,6.4,6.96,7.84,9.97,11.4,22.91,38.02,16.81,13.85,9.9,8.16
1332,Odyssey Technologies Ltd.,9.26,9.85,8.2,5.58,6.65,5.65,4.14,3.56,3.87,3.06,2.88,2.83,3.3,2.91,6.75,7.35,11.6,27.55,32.7,73.05,39.85,37.15,34.05,28.5,45.3,39.1,74.85,53.0,46.65,44.25,53.85,29.85,32.0,25.05,31.65,25.5,19.85,25.4,20.4,14.05,23.1,28.5,23.6,61.15,54.75,43.85,99.85,63.45,53.8,61.8,50.55,50.46,85.73,67.05,69.17,63.71,144.1,113.55,110.1,84.95,96.45,77.1,80.14
1333,Oil & Natural Gas Corpn. Ltd.,1320.4,1401.55,1293.4,290.1,273.95,265.7,256.95,267.3,284.7,280.4,267.35,311.55,330.1,267.8,288.6,318.7,423.7,409.1,341.2,306.8,309.65,229.5,241.9,214.75,216.3,256.7,191.45,185.05,157.3,170.65,194.65,177.8,158.2,177.25,150.2,159.55,167.75,131.9,128.75,68.3,81.4,69.3,93.2,102.15,117.7,144.5,142.35,163.9,151.45,126.85,146.8,151.0,160.2,191.8,205.05,267.85,274.1,298.0,239.05,246.4,244.15,239.55,250.45
1334,Oil India Ltd.,1449.8,1515.5,1406.2,1312.85,1301.65,1345.05,1192.35,514.95,499.2,489.5,466.35,511.25,570.2,442.7,485.95,482.0,586.5,608.25,575.55,453.65,447.3,422.75,378.5,313.45,352.3,399.95,450.65,333.55,260.8,352.5,372.2,215.3,209.65,218.35,174.9,185.35,177.75,145.45,153.05,82.7,93.7,89.75,107.4,122.65,157.25,260.0,198.65,238.25,251.9,174.5,208.05,251.65,244.75,298.65,372.35,600.1,722.75,580.25,430.85,386.35,434.3,413.3,412.7
1335,Olectra Greentech Ltd.,26.45,23.05,19.25,17.0,18.05,13.95,9.77,10.62,10.51,17.1,11.65,10.37,10.76,10.1,10.0,7.07,11.25,11.65,14.01,16.0,15.2,16.01,19.3,16.2,18.1,22.25,26.7,75.2,57.15,174.6,198.05,181.5,162.95,201.1,233.45,245.5,201.45,195.7,174.9,46.65,72.4,63.5,135.85,216.2,223.1,415.7,799.4,668.9,587.15,586.95,494.4,618.45,972.1,1200.75,1347.55,1888.75,1779.2,1657.8,1446.5,1167.25,1171.75,1553.2,1494.05
1336,Om Infra Ltd.,31.2,58.85,50.05,39.15,38.35,26.0,29.85,26.8,27.75,25.6,23.75,16.2,14.94,11.95,18.5,20.0,31.0,28.6,30.8,38.65,33.1,56.35,53.1,41.95,49.1,43.5,44.9,47.4,48.95,74.6,65.5,48.7,39.85,29.0,36.4,33.15,23.0,18.65,22.5,14.0,15.75,17.4,20.25,22.4,28.45,28.25,36.35,41.3,29.05,34.9,40.6,32.16,50.15,87.98,151.9,126.05,167.25,170.3,159.75,114.25,133.9,127.55,117.5
1337,Omaxe Ltd.,94.45,138.9,147.05,137.4,129.05,139.55,136.1,152.9,153.2,158.0,163.0,149.05,142.2,135.65,126.2,126.85,141.95,128.8,125.3,135.2,134.2,134.2,135.5,144.6,160.3,171.25,158.35,168.55,202.4,197.0,230.35,220.7,219.25,217.35,213.75,206.35,199.55,191.8,155.4,152.85,141.2,67.2,82.5,67.35,80.1,77.55,76.15,80.2,84.8,94.2,73.65,49.87,51.92,75.33,75.07,90.65,112.49,112.65,110.25,78.11,102.65,79.13,80.1
1338,Omega Interactive Technologies Ltd.,7.15,7.67,5.0,4.85,4.96,4.46,2.74,3.62,3.63,3.15,2.28,1.51,0.73,0.76,0.0,0.0,31.7,59.6,68.4,115.5,104.5,99.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.15,30.5,33.65,35.3,40.84,99.85,103.99,186.2,314.95,284.85,267.5,338.65,168.8,113.4,223.45,231.65
1339,Omkar Overseas Ltd. (Gujarat),84.25,19.05,9.13,5.06,5.34,4.0,4.31,4.65,3.5,3.89,3.2,1.82,1.2,0.89,0.95,1.42,2.58,2.1,2.05,1.8,1.8,0.95,0.98,1.02,0.65,0.66,0.76,1.21,1.3,1.09,1.05,1.55,1.6,1.68,1.6,0.73,0.53,0.76,0.78,0.88,0.91,1.03,0.95,1.99,2.58,1.7,2.71,2.92,1.99,2.74,2.52,2.79,3.53,3.56,3.72,4.29,4.72,5.44,5.99,6.59,7.25,7.64,7.64
1340,Onesource Industries & Ventures Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,19.3,20.3,21.75,20.9,17.25,18.5,18.35,18.7,18.7,18.7,18.7,0.0,17.8,16.25,14.1,12.8,16.0,82.15,85.75,90.0,98.95,109.0,87.0,63.85,70.65,66.0,69.5,57.53,10.76,12.52,10.23,3.39,10.13,8.24
1341,Onmobile Global Ltd.,282.15,344.0,288.25,243.85,108.45,60.05,63.4,60.05,30.55,47.65,42.75,35.7,28.75,26.5,33.1,33.2,37.8,31.0,73.55,72.75,82.95,86.45,129.9,122.8,98.65,98.0,82.0,90.1,67.5,54.2,56.85,43.4,38.4,33.9,37.05,41.95,32.5,35.85,30.55,14.15,28.95,44.65,68.05,88.15,111.2,113.35,102.5,114.8,118.95,115.6,90.15,60.27,76.9,107.35,107.3,60.05,71.59,82.5,66.78,44.56,54.51,67.04,73.71
1342,Onward Technologies Ltd.,31.35,41.0,43.9,45.1,35.4,38.0,37.1,37.9,41.2,47.3,40.15,40.7,38.8,46.3,50.1,47.0,63.85,50.9,53.6,50.05,50.1,73.85,103.9,69.65,69.85,64.95,65.0,80.45,82.0,130.8,137.7,87.4,73.05,65.05,59.3,68.55,74.65,62.65,62.25,44.0,62.0,62.85,107.4,113.2,199.65,230.25,294.45,360.25,279.05,254.45,304.75,288.0,510.65,554.5,624.7,443.05,398.4,413.0,314.55,251.65,347.35,286.95,318.85
1343,Optiemus Infracom Ltd.,23.2,22.2,42.15,34.0,37.15,30.35,18.15,25.7,23.15,20.0,17.65,13.7,14.6,15.95,16.95,16.3,16.33,37.1,33.0,27.7,29.9,47.25,75.25,48.35,47.85,62.3,57.05,61.3,60.15,46.5,161.85,242.7,304.65,92.85,123.8,94.0,56.1,42.85,27.4,16.95,23.3,56.45,91.2,121.3,165.55,308.0,316.35,318.95,284.05,243.4,307.15,205.85,210.6,292.8,310.85,252.0,317.2,813.2,699.35,430.15,632.75,622.0,597.05
1344,Optimus Finance Ltd.,7.3,27.02,21.38,22.0,14.55,12.67,12.09,7.27,8.88,5.86,8.16,9.76,4.3,4.06,3.73,7.16,9.2,8.36,12.04,14.33,12.6,20.0,29.35,28.6,30.8,30.0,27.0,27.7,22.5,23.75,31.0,15.6,19.5,17.1,11.41,14.1,16.3,15.2,16.7,19.4,23.4,24.5,19.5,23.2,26.0,39.8,37.5,31.55,27.65,75.1,55.2,58.77,76.51,81.32,88.83,90.25,107.0,132.2,245.0,21.15,19.21,18.36,16.35
1345,Opto Circuits (India) Ltd.,239.85,297.1,268.75,275.75,297.6,221.05,199.4,203.45,154.4,129.65,107.15,60.3,20.2,20.55,28.1,27.2,39.55,21.6,25.3,18.8,20.85,16.1,12.68,9.77,12.32,11.5,9.6,9.28,8.87,7.48,9.8,7.95,14.83,9.27,9.11,8.32,4.84,4.21,2.88,1.69,17.23,5.16,5.61,2.89,4.96,3.17,2.48,2.21,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,Oracle Financial Services Software Ltd.,2258.9,2236.35,2331.25,1984.1,2288.55,1894.6,1854.75,2620.2,2551.6,3011.0,3297.9,2554.45,2692.7,3060.2,3287.35,3086.3,3131.6,3434.55,3351.6,3257.6,3780.4,3946.85,3734.1,3527.85,3448.45,3226.15,3119.15,3812.65,3598.15,3630.5,4082.55,3740.65,4062.7,3914.75,3708.7,3387.4,3169.35,3173.3,2739.55,2032.45,2855.0,3075.0,3209.45,3199.0,3650.3,4551.7,3964.15,3591.55,3097.2,2983.0,3021.75,3264.1,3860.65,4111.65,4214.85,8766.05,9878.0,11468.9,12776.35,7843.2,8986.8,8404.05,8598.4
1347,Orbit Exports Ltd.,30.75,46.95,68.0,74.8,88.05,104.5,81.3,81.9,82.8,51.85,61.1,66.7,76.0,81.85,97.2,106.1,133.95,260.45,376.75,340.6,388.9,393.0,386.4,237.6,228.45,270.25,280.5,125.05,162.0,137.0,157.1,149.7,130.0,122.1,119.55,102.5,118.45,98.0,85.4,61.05,59.45,57.65,71.2,57.6,66.05,77.95,70.05,122.5,105.15,152.85,158.0,117.3,177.25,159.7,176.6,140.55,180.7,180.95,224.0,141.6,213.85,177.95,218.6
1348,Orchasp Ltd.,2.35,2.12,1.88,1.25,1.23,1.09,0.71,0.84,0.79,0.66,0.7,0.57,0.56,0.51,0.66,0.54,1.14,0.73,0.53,0.93,0.73,0.7,0.71,0.75,1.0,0.79,1.64,3.69,4.38,4.48,3.8,2.61,1.79,1.82,2.33,1.83,1.89,1.63,1.41,0.83,1.66,0.96,1.08,1.55,3.7,2.86,8.09,7.09,4.54,4.54,5.09,2.73,3.55,2.65,2.14,4.16,3.82,3.23,3.53,2.21,2.92,2.81,3.72
1349,Orchid Pharma Ltd.,165.9,234.15,303.9,300.45,270.8,158.35,126.85,184.85,118.1,112.1,100.65,62.85,48.55,44.7,66.15,51.45,75.0,73.4,64.95,51.65,59.65,56.7,64.9,37.45,39.7,38.15,27.1,26.15,26.9,18.55,18.7,11.05,8.98,6.44,4.73,5.33,5.18,5.25,0.0,0.0,0.0,0.0,126.13,2465.15,916.7,428.65,390.5,284.3,280.3,318.9,365.35,384.4,503.05,534.2,713.7,1045.2,1139.85,1367.95,1807.8,776.9,713.45,700.35,703.6
1350,Oricon Enterprises Ltd.,385.25,357.65,359.4,319.3,305.15,53.35,36.15,33.0,28.55,21.95,22.25,15.3,15.3,13.65,22.5,18.5,40.9,32.7,41.4,54.3,46.5,60.35,63.65,56.55,59.5,54.25,50.95,56.2,54.5,63.8,59.25,49.2,41.25,28.25,31.75,28.7,19.8,20.1,18.6,9.8,17.3,18.05,22.7,17.95,25.9,30.55,40.0,31.45,24.95,30.7,26.6,16.7,24.97,25.08,33.4,36.38,38.07,37.32,38.84,39.78,45.24,52.64,53.44
1351,Orient Bell Ltd.,71.15,92.7,75.55,55.2,53.75,50.45,45.2,54.5,52.25,73.3,99.2,70.5,47.5,39.3,48.8,52.05,83.4,81.0,98.45,146.0,145.9,126.7,175.8,145.5,158.8,180.0,146.6,173.1,281.15,310.45,313.55,274.4,252.65,169.9,180.6,172.5,139.65,131.3,131.8,55.55,83.35,99.45,198.25,204.1,315.0,357.25,344.6,505.55,708.65,611.25,531.8,499.75,523.1,472.15,406.75,346.55,391.8,359.45,327.0,227.65,314.8,285.5,297.85
1352,Orient Beverages Ltd.,11.03,18.85,16.1,14.95,14.7,14.8,7.95,13.86,10.46,12.65,13.05,10.04,10.0,8.51,20.5,18.55,18.85,95.35,176.8,83.35,100.75,86.0,113.1,133.5,109.55,119.55,161.6,164.85,121.0,116.0,115.5,94.05,91.75,87.9,84.95,86.8,73.0,71.75,59.4,52.75,65.85,58.85,73.8,68.9,73.6,69.85,78.55,72.6,71.5,100.05,145.3,104.85,124.2,168.1,209.9,293.45,393.45,323.25,323.0,253.15,229.8,220.0,212.7
1353,Orient Ceratech Ltd.,30.7,31.2,37.1,37.0,31.5,35.4,9.34,7.25,7.44,9.33,9.73,9.23,20.9,16.0,18.15,19.0,21.85,21.35,22.5,23.55,25.9,28.35,53.9,50.1,42.25,31.25,32.0,35.05,31.25,32.05,53.6,35.3,29.8,26.7,28.95,26.8,18.2,17.4,15.8,11.45,16.9,19.85,22.75,20.7,31.95,28.5,30.1,29.55,27.25,29.9,28.9,22.8,28.36,38.05,51.1,47.68,49.27,52.36,51.81,30.8,35.66,36.71,37.29
1354,Oriental Aromatics Ltd.,100.2,175.6,269.8,178.7,208.4,160.5,87.55,106.05,100.0,161.05,152.25,155.6,141.0,112.0,125.0,200.4,291.15,362.3,278.0,249.2,307.3,344.8,585.75,433.3,524.8,759.3,700.05,726.2,795.0,758.95,1233.75,869.55,741.25,790.05,295.2,226.95,215.7,206.5,174.7,134.05,187.45,351.0,555.7,586.8,765.05,898.45,767.85,705.7,568.3,504.5,418.25,351.75,343.15,361.45,400.65,299.05,384.0,496.0,410.05,275.75,381.35,326.85,363.75
1355,Oriental Hotels Ltd.,285.45,373.25,34.15,29.4,30.25,27.0,24.9,25.8,24.0,22.4,23.0,18.55,16.3,15.1,16.6,17.1,23.6,23.25,23.05,19.95,19.95,20.75,26.8,20.7,26.6,24.35,22.0,35.4,36.5,37.25,41.7,41.8,50.0,37.7,44.5,46.35,38.25,37.8,33.1,18.25,19.2,20.95,25.45,22.75,38.0,38.55,39.05,63.35,55.85,74.1,73.15,78.89,88.64,85.23,122.1,115.85,137.15,177.1,173.55,142.85,151.3,127.9,124.05
1356,Oriental Rail Infrastructure Ltd.,70.0,62.55,59.45,62.4,65.5,68.7,68.45,0.0,0.0,0.0,68.45,68.1,0.0,0.0,0.0,68.0,60.05,147.95,286.2,245.5,619.0,650.0,680.25,928.0,921.75,950.9,196.45,247.3,264.1,440.65,416.9,442.15,590.0,567.05,55.55,50.25,60.8,53.3,50.5,28.3,43.35,39.5,45.55,53.3,52.25,85.1,111.3,121.55,117.7,119.15,75.35,39.22,47.22,88.75,231.75,244.0,263.55,286.0,322.1,158.2,173.75,146.95,164.1
1357,Oriental Trimex Ltd.,11.73,12.5,10.7,8.02,8.35,8.35,7.02,6.84,6.29,5.15,4.58,2.74,4.78,2.65,1.88,1.71,2.91,3.1,2.6,2.78,2.06,1.87,7.03,5.25,10.0,6.46,6.49,14.21,11.0,14.1,16.35,12.62,11.53,10.58,11.09,12.55,14.14,13.0,10.01,4.6,15.35,8.9,10.99,6.15,12.01,8.4,11.0,11.81,11.99,10.95,8.35,6.04,6.26,7.26,9.41,8.32,10.59,15.3,9.52,9.11,14.02,10.42,9.71
1358,Orissa Bengal Carrier Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,39.0,52.4,53.0,56.0,43.0,43.25,40.0,33.15,29.25,34.0,23.5,31.0,80.8,332.1,125.1,120.1,100.15,77.7,48.57,52.55,50.16,58.84,47.13,59.78,56.73,57.03,52.0,55.38,55.59,60.0
1359,Ortel Communications Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.1,177.6,213.3,178.4,180.0,177.0,145.8,137.1,115.2,66.95,31.9,33.45,20.1,13.85,10.75,3.36,3.75,2.73,0.99,0.51,0.48,2.04,1.08,1.14,0.87,1.25,1.35,1.8,1.71,1.12,1.21,1.12,0.92,0.99,0.96,1.0,1.25,1.75,1.83,2.24,2.01,1.9,1.62,1.99
1360,Ortin Laboratories Ltd.,18.55,38.8,33.05,22.7,24.6,24.6,21.2,28.45,23.75,25.65,32.85,13.8,15.19,13.72,13.8,11.31,12.41,15.65,10.5,8.02,7.73,10.88,31.85,17.35,15.3,16.9,20.05,18.35,16.0,16.55,30.55,17.95,16.0,17.05,15.85,14.06,13.74,11.4,9.71,7.26,15.96,20.0,29.45,32.25,38.1,26.95,32.9,22.6,21.5,23.5,23.7,17.39,22.78,19.47,23.02,17.8,19.27,21.35,17.9,9.98,11.84,12.04,12.45
1361,Osiajee Texfab Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,13.6,12.0,11.4,11.5,0.0,11.5,12.07,0.0,13.25,26.75,32.6,35.45,34.0,26.5,37.95,31.05,18.95,36.0,43.45,44.65,47.05,46.65,58.7,44.95,65.65,56.95,35.92,29.54,28.12,39.37,47.85,50.26,147.0,251.85,279.5,378.8
1362,Oswal Agro Mills Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,18.2,16.8,11.64,11.8,11.08,13.4,12.24,16.73,14.94,14.85,12.24,14.78,13.4,14.59,10.82,12.97,11.46,10.08,10.36,11.15,12.52,16.02,13.0,10.81,9.15,9.11,8.18,6.8,6.6,5.0,4.13,13.93,9.59,10.46,10.25,14.61,17.13,39.35,27.15,30.45,42.3,40.3,25.78,29.95,35.5,34.03,41.88,43.69,90.16,69.1,70.9,89.62,73.9,73.0
1363,P B Global Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,P B M Polytex Ltd.,26.0,56.55,50.25,47.55,34.95,24.9,21.6,24.3,25.55,28.0,38.75,37.5,36.0,36.5,47.55,53.3,68.05,78.6,64.0,61.55,103.7,90.6,116.85,69.95,88.8,76.7,72.5,86.9,89.15,104.15,101.85,83.05,78.95,74.9,77.05,78.65,69.2,40.5,33.9,30.0,35.0,37.0,58.5,53.0,101.4,113.25,167.15,133.0,112.5,124.3,107.5,89.92,85.5,102.35,94.3,77.35,82.69,92.19,92.45,62.49,75.0,66.5,65.25
1365,P C B L Chemical Ltd.,183.25,218.55,171.25,144.6,140.4,140.35,86.4,111.35,100.05,97.25,93.15,64.65,56.15,37.4,61.8,56.65,84.85,111.15,150.1,131.1,115.1,112.1,128.6,95.45,162.15,251.25,222.85,330.0,609.3,803.6,975.3,1087.3,218.95,204.65,206.6,176.65,116.25,118.7,118.45,62.85,88.55,131.55,174.0,191.0,228.2,267.4,242.65,228.65,104.75,128.65,129.65,116.05,162.6,168.75,251.4,268.05,256.25,578.05,449.95,423.35,419.0,373.65,365.05
1366,P C S Technology Ltd.,18.65,21.0,20.05,20.9,19.95,17.5,17.19,16.55,22.0,19.05,18.35,13.25,12.5,14.05,14.0,16.15,22.65,32.3,30.0,25.95,21.35,22.65,35.05,23.25,27.0,24.0,27.8,26.5,22.55,21.6,27.7,19.1,12.65,12.75,14.42,9.36,5.52,4.41,3.9,2.39,4.24,5.47,5.48,4.95,9.2,12.23,24.48,18.4,18.2,16.95,16.55,12.99,15.5,14.5,20.92,35.52,24.93,29.01,33.78,28.0,27.62,24.79,25.67
1367,P I Industries Ltd.,628.95,522.3,490.8,584.7,714.25,588.1,499.4,532.2,497.15,540.0,550.65,646.1,129.0,151.6,247.2,278.2,335.15,451.1,515.35,608.7,643.15,635.35,643.8,567.4,718.85,835.65,832.4,837.3,834.55,740.2,965.9,887.9,752.85,711.0,857.15,1031.3,1174.95,1303.4,1447.5,1169.55,1504.6,1966.1,2197.4,2254.55,2912.6,3179.4,3034.0,2821.05,2555.45,2997.05,3422.85,3027.1,3922.55,3450.4,3512.45,3868.85,3797.5,4644.55,3686.1,3424.3,4104.3,3515.65,3593.55
1368,P N B Housing Finance Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.75,1186.0,1596.45,1475.1,1339.6,1294.75,1131.6,888.8,923.8,865.7,773.7,583.1,434.6,163.2,207.95,338.15,364.4,374.5,682.3,621.05,495.0,376.75,330.1,392.65,533.55,513.4,567.5,693.2,780.9,629.3,784.65,982.2,877.65,881.75,1110.0,864.1,934.15
